,boxscore,away_name,away_abbr,away_score,home_name,home_abbr,home_score,winning_name,winning_abbr,losing_name,losing_abbr
13795,201102220OKC,LA Clippers,LAC,88,Oklahoma City,OKC,111,Oklahoma City,OKC,LA Clippers,LAC
13796,201102220WAS,Indiana,IND,113,Washington,WAS,96,Indiana,IND,Washington,WAS
13797,201102230CLE,Houston,HOU,124,Cleveland,CLE,119,Houston,HOU,Cleveland,CLE
13798,201102230DAL,Utah,UTA,99,Dallas,DAL,118,Dallas,DAL,Utah,UTA
13799,201102230IND,Detroit,DET,101,Indiana,IND,102,Indiana,IND,Detroit,DET
13800,201102230MIN,Memphis,MEM,104,Minnesota,MIN,95,Memphis,MEM,Minnesota,MIN
13801,201102230NOH,LA Clippers,LAC,87,New Orleans,NOH,98,New Orleans,NOH,LA Clippers,LAC
13802,201102230NYK,Milwaukee,MIL,108,New York,NYK,114,New York,NYK,Milwaukee,MIL
13803,201102230ORL,Sacramento,SAC,111,Orlando,ORL,105,Sacramento,SAC,Orlando,ORL
13804,201102230PHI,Washington,WAS,94,Philadelphia,PHI,117,Philadelphia,PHI,Washington,WAS
13805,201102230PHO,Atlanta,ATL,97,Phoenix,PHO,105,Phoenix,PHO,Atlanta,ATL
13806,201102230POR,LA Lakers,LAL,106,Portland,POR,101,LA Lakers,LAL,Portland,POR
13807,201102230SAS,Oklahoma City,OKC,105,San Antonio,SAS,109,San Antonio,SAS,Oklahoma City,OKC
13808,201102230TOR,Chicago,CHI,113,Toronto,TOR,118,Toronto,TOR,Chicago,CHI
13809,201102240CHI,Miami,MIA,89,Chicago,CHI,93,Chicago,CHI,Miami,MIA
13810,201102240DEN,Boston,BOS,75,Denver,DEN,89,Denver,DEN,Boston,BOS
13811,201102250CHA,Sacramento,SAC,98,Charlotte,CHA,110,Charlotte,CHA,Sacramento,SAC
13812,201102250CLE,New York,NYK,109,Cleveland,CLE,115,Cleveland,CLE,New York,NYK
13813,201102250GSW,Atlanta,ATL,95,Golden State,GSW,79,Atlanta,ATL,Golden State,GSW
13814,201102250IND,Utah,UTA,95,Indiana,IND,84,Utah,UTA,Indiana,IND
13815,201102250LAL,LA Clippers,LAC,95,LA Lakers,LAL,108,LA Lakers,LAL,LA Clippers,LAC
13816,201102250MIA,Washington,WAS,113,Miami,MIA,121,Miami,MIA,Washington,WAS
13817,201102250MIN,New Orleans,NOH,95,Minnesota,MIN,81,New Orleans,NOH,Minnesota,MIN
13818,201102250ORL,Oklahoma City,OKC,88,Orlando,ORL,111,Orlando,ORL,Oklahoma City,OKC
13819,201102250PHI,Detroit,DET,94,Philadelphia,PHI,110,Philadelphia,PHI,Detroit,DET
13820,201102250POR,Denver,DEN,106,Portland,POR,107,Portland,POR,Denver,DEN
13821,201102250SAS,New Jersey,NJN,96,San Antonio,SAS,106,San Antonio,SAS,New Jersey,NJN
13822,201102250TOR,Phoenix,PHO,110,Toronto,TOR,92,Phoenix,PHO,Toronto,TOR
13823,201102260DET,Utah,UTA,116,Detroit,DET,120,Detroit,DET,Utah,UTA
13824,201102260HOU,New Jersey,NJN,108,Houston,HOU,123,Houston,HOU,New Jersey,NJN
13825,201102260LAC,Boston,BOS,99,LA Clippers,LAC,92,Boston,BOS,LA Clippers,LAC
13826,201102260MEM,Sacramento,SAC,92,Memphis,MEM,120,Memphis,MEM,Sacramento,SAC
13827,201102260MIL,Chicago,CHI,83,Milwaukee,MIL,75,Chicago,CHI,Milwaukee,MIL
13828,201102260WAS,Dallas,DAL,105,Washington,WAS,99,Dallas,DAL,Washington,WAS
13829,201102270CLE,Philadelphia,PHI,95,Cleveland,CLE,91,Philadelphia,PHI,Cleveland,CLE
13830,201102270IND,Phoenix,PHO,110,Indiana,IND,108,Phoenix,PHO,Indiana,IND
13831,201102270MIA,New York,NYK,91,Miami,MIA,86,New York,NYK,Miami,MIA
13832,201102270MIN,Golden State,GSW,123,Minnesota,MIN,126,Minnesota,MIN,Golden State,GSW
13833,201102270NOH,Houston,HOU,91,New Orleans,NOH,89,Houston,HOU,New Orleans,NOH
13834,201102270OKC,LA Lakers,LAL,90,Oklahoma City,OKC,87,LA Lakers,LAL,Oklahoma City,OKC
13835,201102270ORL,Charlotte,CHA,86,Orlando,ORL,100,Orlando,ORL,Charlotte,CHA
13836,201102270POR,Atlanta,ATL,90,Portland,POR,83,Atlanta,ATL,Portland,POR
13837,201102270SAS,Memphis,MEM,88,San Antonio,SAS,95,San Antonio,SAS,Memphis,MEM
13838,201102270TOR,Dallas,DAL,114,Toronto,TOR,96,Dallas,DAL,Toronto,TOR
13839,201102280DEN,Atlanta,ATL,90,Denver,DEN,100,Denver,DEN,Atlanta,ATL
13840,201102280NJN,Phoenix,PHO,104,New Jersey,NJN,103,Phoenix,PHO,New Jersey,NJN
13841,201102280SAC,LA Clippers,LAC,99,Sacramento,SAC,105,Sacramento,SAC,LA Clippers,LAC
13842,201102280UTA,Boston,BOS,107,Utah,UTA,102,Boston,BOS,Utah,UTA
13843,201102280WAS,Chicago,CHI,105,Washington,WAS,77,Chicago,CHI,Washington,WAS
13844,201103010IND,Golden State,GSW,100,Indiana,IND,109,Indiana,IND,Golden State,GSW
13845,201103010MEM,San Antonio,SAS,93,Memphis,MEM,109,Memphis,MEM,San Antonio,SAS
13846,201103010MIL,Detroit,DET,90,Milwaukee,MIL,92,Milwaukee,MIL,Detroit,DET
13847,201103010MIN,LA Lakers,LAL,90,Minnesota,MIN,79,LA Lakers,LAL,Minnesota,MIN
13848,201103010ORL,New York,NYK,110,Orlando,ORL,116,Orlando,ORL,New York,NYK
13849,201103010PHI,Dallas,DAL,101,Philadelphia,PHI,93,Dallas,DAL,Philadelphia,PHI
13850,201103010POR,Houston,HOU,103,Portland,POR,87,Houston,HOU,Portland,POR
13851,201103010TOR,New Orleans,NOH,90,Toronto,TOR,96,Toronto,TOR,New Orleans,NOH
13852,201103020ATL,Chicago,CHI,80,Atlanta,ATL,83,Atlanta,ATL,Chicago,CHI
13853,201103020BOS,Phoenix,PHO,103,Boston,BOS,115,Boston,BOS,Phoenix,PHO
13854,201103020CLE,San Antonio,SAS,109,Cleveland,CLE,99,San Antonio,SAS,Cleveland,CLE
13855,201103020DEN,Charlotte,CHA,80,Denver,DEN,120,Denver,DEN,Charlotte,CHA
13856,201103020DET,Minnesota,MIN,116,Detroit,DET,105,Minnesota,MIN,Detroit,DET
13857,201103020LAC,Houston,HOU,103,LA Clippers,LAC,106,LA Clippers,LAC,Houston,HOU
13858,201103020NYK,New Orleans,NOH,88,New York,NYK,107,New York,NYK,New Orleans,NOH
13859,201103020OKC,Indiana,IND,89,Oklahoma City,OKC,113,Oklahoma City,OKC,Indiana,IND
13860,201103020SAC,Portland,POR,107,Sacramento,SAC,102,Portland,POR,Sacramento,SAC
13861,201103020WAS,Golden State,GSW,106,Washington,WAS,102,Golden State,GSW,Washington,WAS
13862,201103030MIA,Orlando,ORL,99,Miami,MIA,96,Orlando,ORL,Miami,MIA
13863,201103030UTA,Denver,DEN,103,Utah,UTA,101,Denver,DEN,Utah,UTA
13864,201103040ATL,Oklahoma City,OKC,111,Atlanta,ATL,104,Oklahoma City,OKC,Atlanta,ATL
13865,201103040BOS,Golden State,GSW,103,Boston,BOS,107,Boston,BOS,Golden State,GSW
13866,201103040DAL,Indiana,IND,108,Dallas,DAL,116,Dallas,DAL,Indiana,IND
13867,201103040LAL,Charlotte,CHA,84,LA Lakers,LAL,92,LA Lakers,LAL,Charlotte,CHA
13868,201103040MEM,New Orleans,NOH,98,Memphis,MEM,91,New Orleans,NOH,Memphis,MEM
13869,201103040MIL,Phoenix,PHO,102,Milwaukee,MIL,88,Phoenix,PHO,Milwaukee,MIL
13870,201103040NJN,Toronto,TOR,103,New Jersey,NJN,116,New Jersey,NJN,Toronto,TOR
13871,201103040NYK,Cleveland,CLE,119,New York,NYK,115,Cleveland,CLE,New York,NYK
13872,201103040ORL,Chicago,CHI,89,Orlando,ORL,81,Chicago,CHI,Orlando,ORL
13873,201103040PHI,Minnesota,MIN,100,Philadelphia,PHI,111,Philadelphia,PHI,Minnesota,MIN
13874,201103040SAS,Miami,MIA,95,San Antonio,SAS,125,San Antonio,SAS,Miami,MIA
13875,201103050HOU,Indiana,IND,95,Houston,HOU,112,Houston,HOU,Indiana,IND
13876,201103050LAC,Denver,DEN,94,LA Clippers,LAC,100,LA Clippers,LAC,Denver,DEN
13877,201103050NJN,Toronto,TOR,136,New Jersey,NJN,137,New Jersey,NJN,Toronto,TOR
13878,201103050POR,Charlotte,CHA,69,Portland,POR,93,Portland,POR,Charlotte,CHA
13879,201103050UTA,Sacramento,SAC,102,Utah,UTA,109,Utah,UTA,Sacramento,SAC
13880,201103050WAS,Minnesota,MIN,96,Washington,WAS,103,Washington,WAS,Minnesota,MIN
13881,201103060ATL,New York,NYK,92,Atlanta,ATL,79,New York,NYK,Atlanta,ATL
13882,201103060CLE,New Orleans,NOH,96,Cleveland,CLE,81,New Orleans,NOH,Cleveland,CLE
13883,201103060DAL,Memphis,MEM,104,Dallas,DAL,103,Memphis,MEM,Dallas,DAL
13884,201103060DET,Washington,WAS,102,Detroit,DET,113,Detroit,DET,Washington,WAS
13885,201103060MIA,Chicago,CHI,87,Miami,MIA,86,Chicago,CHI,Miami,MIA
13886,201103060MIL,Boston,BOS,89,Milwaukee,MIL,83,Boston,BOS,Milwaukee,MIL
13887,201103060OKC,Phoenix,PHO,118,Oklahoma City,OKC,122,Oklahoma City,OKC,Phoenix,PHO
13888,201103060PHI,Golden State,GSW,117,Philadelphia,PHI,125,Philadelphia,PHI,Golden State,GSW
13889,201103060SAS,LA Lakers,LAL,99,San Antonio,SAS,83,LA Lakers,LAL,San Antonio,SAS
13890,201103070CHA,LA Clippers,LAC,92,Charlotte,CHA,87,LA Clippers,LAC,Charlotte,CHA
13891,201103070CHI,New Orleans,NOH,77,Chicago,CHI,85,Chicago,CHI,New Orleans,NOH
13892,201103070MEM,Oklahoma City,OKC,101,Memphis,MEM,107,Memphis,MEM,Oklahoma City,OKC
13893,201103070MIN,Dallas,DAL,108,Minnesota,MIN,105,Dallas,DAL,Minnesota,MIN
13894,201103070NYK,Utah,UTA,109,New York,NYK,131,New York,NYK,Utah,UTA
13895,201103070ORL,Portland,POR,89,Orlando,ORL,85,Portland,POR,Orlando,ORL
13896,201103070SAC,Houston,HOU,123,Sacramento,SAC,101,Houston,HOU,Sacramento,SAC
13897,201103080ATL,LA Lakers,LAL,101,Atlanta,ATL,87,LA Lakers,LAL,Atlanta,ATL
13898,201103080CLE,Golden State,GSW,95,Cleveland,CLE,85,Golden State,GSW,Cleveland,CLE
13899,201103080IND,Philadelphia,PHI,110,Indiana,IND,100,Philadelphia,PHI,Indiana,IND
13900,201103080MIA,Portland,POR,105,Miami,MIA,96,Portland,POR,Miami,MIA
13901,201103080PHO,Houston,HOU,110,Phoenix,PHO,113,Phoenix,PHO,Houston,HOU
13902,201103080WAS,Milwaukee,MIL,95,Washington,WAS,76,Milwaukee,MIL,Washington,WAS
13903,201103090BOS,LA Clippers,LAC,108,Boston,BOS,103,LA Clippers,LAC,Boston,BOS
13904,201103090CHA,Chicago,CHI,101,Charlotte,CHA,84,Chicago,CHI,Charlotte,CHA
13905,201103090MEM,New York,NYK,110,Memphis,MEM,108,New York,NYK,Memphis,MEM
13906,201103090MIL,Cleveland,CLE,90,Milwaukee,MIL,110,Milwaukee,MIL,Cleveland,CLE
13907,201103090MIN,Indiana,IND,75,Minnesota,MIN,101,Minnesota,MIN,Indiana,IND
13908,201103090NJN,Golden State,GSW,90,New Jersey,NJN,94,New Jersey,NJN,Golden State,GSW
13909,201103090NOH,Dallas,DAL,92,New Orleans,NOH,93,New Orleans,NOH,Dallas,DAL
13910,201103090PHI,Oklahoma City,OKC,110,Philadelphia,PHI,105,Oklahoma City,OKC,Philadelphia,PHI
13911,201103090SAC,Orlando,ORL,106,Sacramento,SAC,102,Orlando,ORL,Sacramento,SAC
13912,201103090SAS,Detroit,DET,104,San Antonio,SAS,111,San Antonio,SAS,Detroit,DET
13913,201103090TOR,Utah,UTA,96,Toronto,TOR,94,Utah,UTA,Toronto,TOR
13914,201103100DAL,New York,NYK,109,Dallas,DAL,127,Dallas,DAL,New York,NYK
13915,201103100MIA,LA Lakers,LAL,88,Miami,MIA,94,Miami,MIA,LA Lakers,LAL
13916,201103100PHO,Denver,DEN,116,Phoenix,PHO,97,Denver,DEN,Phoenix,PHO
13917,201103110CHA,Portland,POR,92,Charlotte,CHA,97,Charlotte,CHA,Portland,POR
13918,201103110CHI,Atlanta,ATL,76,Chicago,CHI,94,Chicago,CHI,Atlanta,ATL
13919,201103110GSW,Orlando,ORL,120,Golden State,GSW,123,Golden State,GSW,Orlando,ORL
13920,201103110MIN,Utah,UTA,101,Minnesota,MIN,122,Minnesota,MIN,Utah,UTA
13921,201103110NJN,LA Clippers,LAC,98,New Jersey,NJN,102,New Jersey,NJN,LA Clippers,LAC
13922,201103110OKC,Detroit,DET,94,Oklahoma City,OKC,104,Oklahoma City,OKC,Detroit,DET
13923,201103110PHI,Boston,BOS,86,Philadelphia,PHI,89,Philadelphia,PHI,Boston,BOS
13924,201103110SAS,Sacramento,SAC,103,San Antonio,SAS,108,San Antonio,SAS,Sacramento,SAC
13925,201103110TOR,Indiana,IND,98,Toronto,TOR,108,Toronto,TOR,Indiana,IND
13926,201103120ATL,Portland,POR,82,Atlanta,ATL,91,Atlanta,ATL,Portland,POR
13927,201103120CHI,Utah,UTA,100,Chicago,CHI,118,Chicago,CHI,Utah,UTA
13928,201103120DAL,LA Lakers,LAL,96,Dallas,DAL,91,LA Lakers,LAL,Dallas,DAL
13929,201103120DEN,Detroit,DET,101,Denver,DEN,131,Denver,DEN,Detroit,DET
13930,201103120HOU,San Antonio,SAS,115,Houston,HOU,107,San Antonio,SAS,Houston,HOU
13931,201103120MIA,Memphis,MEM,85,Miami,MIA,118,Miami,MIA,Memphis,MEM
13932,201103120MIL,Philadelphia,PHI,74,Milwaukee,MIL,102,Milwaukee,MIL,Philadelphia,PHI
13933,201103120NOH,Sacramento,SAC,103,New Orleans,NOH,115,New Orleans,NOH,Sacramento,SAC
13934,201103120WAS,LA Clippers,LAC,122,Washington,WAS,101,LA Clippers,LAC,Washington,WAS
13935,201103130BOS,Milwaukee,MIL,56,Boston,BOS,87,Boston,BOS,Milwaukee,MIL
13936,201103130CLE,Oklahoma City,OKC,95,Cleveland,CLE,75,Oklahoma City,OKC,Cleveland,CLE
13937,201103130GSW,Minnesota,MIN,77,Golden State,GSW,100,Golden State,GSW,Minnesota,MIN
13938,201103130NYK,Indiana,IND,106,New York,NYK,93,Indiana,IND,New York,NYK
13939,201103130PHO,Orlando,ORL,111,Phoenix,PHO,88,Orlando,ORL,Phoenix,PHO
13940,201103130TOR,Charlotte,CHA,95,Toronto,TOR,90,Charlotte,CHA,Toronto,TOR
13941,201103140HOU,Phoenix,PHO,93,Houston,HOU,95,Houston,HOU,Phoenix,PHO
13942,201103140LAL,Orlando,ORL,84,LA Lakers,LAL,97,LA Lakers,LAL,Orlando,ORL
13943,201103140MEM,LA Clippers,LAC,82,Memphis,MEM,105,Memphis,MEM,LA Clippers,LAC
13944,201103140MIA,San Antonio,SAS,80,Miami,MIA,110,Miami,MIA,San Antonio,SAS
13945,201103140NJN,Boston,BOS,79,New Jersey,NJN,88,New Jersey,NJN,Boston,BOS
13946,201103140NOH,Denver,DEN,114,New Orleans,NOH,103,Denver,DEN,New Orleans,NOH
13947,201103140SAC,Golden State,GSW,119,Sacramento,SAC,129,Sacramento,SAC,Golden State,GSW
13948,201103140UTA,Philadelphia,PHI,107,Utah,UTA,112,Utah,UTA,Philadelphia,PHI
13949,201103140WAS,Oklahoma City,OKC,116,Washington,WAS,89,Oklahoma City,OKC,Washington,WAS
13950,201103150ATL,Milwaukee,MIL,85,Atlanta,ATL,110,Atlanta,ATL,Milwaukee,MIL
13951,201103150CHI,Washington,WAS,79,Chicago,CHI,98,Chicago,CHI,Washington,WAS
13952,201103150IND,New York,NYK,117,Indiana,IND,119,Indiana,IND,New York,NYK
13953,201103150POR,Dallas,DAL,101,Portland,POR,104,Portland,POR,Dallas,DAL
13954,201103160ATL,Denver,DEN,102,Atlanta,ATL,87,Denver,DEN,Atlanta,ATL
13955,201103160BOS,Indiana,IND,80,Boston,BOS,92,Boston,BOS,Indiana,IND
13956,201103160DET,Toronto,TOR,93,Detroit,DET,107,Detroit,DET,Toronto,TOR
13957,201103160GSW,Dallas,DAL,112,Golden State,GSW,106,Dallas,DAL,Golden State,GSW
13958,201103160HOU,Charlotte,CHA,78,Houston,HOU,94,Houston,HOU,Charlotte,CHA
13959,201103160LAC,Philadelphia,PHI,104,LA Clippers,LAC,94,Philadelphia,PHI,LA Clippers,LAC
13960,201103160MIA,Oklahoma City,OKC,96,Miami,MIA,85,Oklahoma City,OKC,Miami,MIA
13961,201103160MIL,Orlando,ORL,93,Milwaukee,MIL,89,Orlando,ORL,Milwaukee,MIL
13962,201103160NOH,Phoenix,PHO,95,New Orleans,NOH,100,New Orleans,NOH,Phoenix,PHO
13963,201103160SAC,Cleveland,CLE,97,Sacramento,SAC,93,Cleveland,CLE,Sacramento,SAC
13964,201103160UTA,Minnesota,MIN,104,Utah,UTA,119,Utah,UTA,Minnesota,MIN
13965,201103170NJN,Chicago,CHI,84,New Jersey,NJN,73,Chicago,CHI,New Jersey,NJN
13966,201103170NYK,Memphis,MEM,99,New York,NYK,120,New York,NYK,Memphis,MEM
13967,201103170POR,Cleveland,CLE,70,Portland,POR,111,Portland,POR,Cleveland,CLE
13968,201103180ATL,Miami,MIA,106,Atlanta,ATL,85,Miami,MIA,Atlanta,ATL
13969,201103180DAL,San Antonio,SAS,97,Dallas,DAL,91,San Antonio,SAS,Dallas,DAL
13970,201103180DET,New York,NYK,95,Detroit,DET,99,Detroit,DET,New York,NYK
13971,201103180HOU,Boston,BOS,77,Houston,HOU,93,Houston,HOU,Boston,BOS
13972,201103180IND,Chicago,CHI,108,Indiana,IND,115,Indiana,IND,Chicago,CHI
13973,201103180LAL,Minnesota,MIN,98,LA Lakers,LAL,106,LA Lakers,LAL,Minnesota,MIN
13974,201103180MIL,New Jersey,NJN,95,Milwaukee,MIL,110,Milwaukee,MIL,New Jersey,NJN
13975,201103180OKC,Charlotte,CHA,82,Oklahoma City,OKC,99,Oklahoma City,OKC,Charlotte,CHA
13976,201103180ORL,Denver,DEN,82,Orlando,ORL,85,Orlando,ORL,Denver,DEN
13977,201103180PHO,Golden State,GSW,97,Phoenix,PHO,108,Phoenix,PHO,Golden State,GSW
13978,201103180SAC,Philadelphia,PHI,102,Sacramento,SAC,80,Philadelphia,PHI,Sacramento,SAC
13979,201103180TOR,Washington,WAS,107,Toronto,TOR,116,Toronto,TOR,Washington,WAS
13980,201103190LAC,Cleveland,CLE,92,LA Clippers,LAC,100,LA Clippers,LAC,Cleveland,CLE
13981,201103190MEM,Indiana,IND,78,Memphis,MEM,99,Memphis,MEM,Indiana,IND
13982,201103190MIA,Denver,DEN,98,Miami,MIA,103,Miami,MIA,Denver,DEN
13983,201103190NOH,Boston,BOS,89,New Orleans,NOH,85,Boston,BOS,New Orleans,NOH
13984,201103190POR,Philadelphia,PHI,101,Portland,POR,110,Portland,POR,Philadelphia,PHI
13985,201103190SAS,Charlotte,CHA,98,San Antonio,SAS,109,San Antonio,SAS,Charlotte,CHA
13986,201103200ATL,Detroit,DET,96,Atlanta,ATL,104,Atlanta,ATL,Detroit,DET
13987,201103200DAL,Golden State,GSW,73,Dallas,DAL,101,Dallas,DAL,Golden State,GSW
13988,201103200HOU,Utah,UTA,108,Houston,HOU,110,Houston,HOU,Utah,UTA
13989,201103200LAC,Phoenix,PHO,108,LA Clippers,LAC,99,Phoenix,PHO,LA Clippers,LAC
13990,201103200LAL,Portland,POR,80,LA Lakers,LAL,84,LA Lakers,LAL,Portland,POR
13991,201103200MIL,New York,NYK,95,Milwaukee,MIL,100,Milwaukee,MIL,New York,NYK
13992,201103200MIN,Sacramento,SAC,127,Minnesota,MIN,95,Sacramento,SAC,Minnesota,MIN
13993,201103200OKC,Toronto,TOR,95,Oklahoma City,OKC,93,Toronto,TOR,Oklahoma City,OKC
13994,201103200WAS,New Jersey,NJN,92,Washington,WAS,98,Washington,WAS,New Jersey,NJN
13995,201103210CHI,Sacramento,SAC,92,Chicago,CHI,132,Chicago,CHI,Sacramento,SAC
13996,201103210CLE,Orlando,ORL,97,Cleveland,CLE,86,Orlando,ORL,Cleveland,CLE
13997,201103210DEN,Toronto,TOR,90,Denver,DEN,123,Denver,DEN,Toronto,TOR
13998,201103210MEM,Utah,UTA,85,Memphis,MEM,103,Memphis,MEM,Utah,UTA
13999,201103210NJN,Indiana,IND,102,New Jersey,NJN,98,Indiana,IND,New Jersey,NJN
14000,201103210NYK,Boston,BOS,96,New York,NYK,86,Boston,BOS,New York,NYK
14001,201103210SAS,Golden State,GSW,96,San Antonio,SAS,111,San Antonio,SAS,Golden State,GSW
14002,201103220ATL,Chicago,CHI,114,Atlanta,ATL,81,Chicago,CHI,Atlanta,ATL
14003,201103220LAL,Phoenix,PHO,137,LA Lakers,LAL,139,LA Lakers,LAL,Phoenix,PHO
14004,201103220POR,Washington,WAS,76,Portland,POR,111,Portland,POR,Washington,WAS
14005,201103230BOS,Memphis,MEM,90,Boston,BOS,87,Memphis,MEM,Boston,BOS
14006,201103230CHA,Indiana,IND,111,Charlotte,CHA,88,Indiana,IND,Charlotte,CHA
14007,201103230CLE,New Jersey,NJN,98,Cleveland,CLE,94,New Jersey,NJN,Cleveland,CLE
14008,201103230DEN,San Antonio,SAS,112,Denver,DEN,115,Denver,DEN,San Antonio,SAS
14009,201103230DET,Miami,MIA,100,Detroit,DET,94,Miami,MIA,Detroit,DET
14010,201103230HOU,Golden State,GSW,112,Houston,HOU,131,Houston,HOU,Golden State,GSW
14011,201103230LAC,Washington,WAS,119,LA Clippers,LAC,127,LA Clippers,LAC,Washington,WAS
14012,201103230MIL,Sacramento,SAC,97,Milwaukee,MIL,90,Sacramento,SAC,Milwaukee,MIL
14013,201103230NYK,Orlando,ORL,111,New York,NYK,99,Orlando,ORL,New York,NYK
14014,201103230OKC,Utah,UTA,94,Oklahoma City,OKC,106,Oklahoma City,OKC,Utah,UTA
14015,201103230PHI,Atlanta,ATL,100,Philadelphia,PHI,105,Philadelphia,PHI,Atlanta,ATL
14016,201103230PHO,Toronto,TOR,106,Phoenix,PHO,114,Phoenix,PHO,Toronto,TOR
14017,201103240DAL,Minnesota,MIN,96,Dallas,DAL,104,Dallas,DAL,Minnesota,MIN
14018,201103240UTA,New Orleans,NOH,121,Utah,UTA,117,New Orleans,NOH,Utah,UTA
14019,201103250BOS,Charlotte,CHA,83,Boston,BOS,81,Charlotte,CHA,Boston,BOS
14020,201103250CHI,Memphis,MEM,96,Chicago,CHI,99,Chicago,CHI,Memphis,MEM
14021,201103250CLE,Detroit,DET,91,Cleveland,CLE,97,Cleveland,CLE,Detroit,DET
14022,201103250DEN,Washington,WAS,94,Denver,DEN,114,Denver,DEN,Washington,WAS
14023,201103250GSW,Toronto,TOR,100,Golden State,GSW,138,Golden State,GSW,Toronto,TOR
14024,201103250IND,Sacramento,SAC,110,Indiana,IND,93,Sacramento,SAC,Indiana,IND
14025,201103250LAL,LA Clippers,LAC,104,LA Lakers,LAL,112,LA Lakers,LAL,LA Clippers,LAC
14026,201103250MIA,Philadelphia,PHI,99,Miami,MIA,111,Miami,MIA,Philadelphia,PHI
14027,201103250NYK,Milwaukee,MIL,102,New York,NYK,96,Milwaukee,MIL,New York,NYK
14028,201103250OKC,Minnesota,MIN,103,Oklahoma City,OKC,111,Oklahoma City,OKC,Minnesota,MIN
14029,201103250ORL,New Jersey,NJN,85,Orlando,ORL,95,Orlando,ORL,New Jersey,NJN
14030,201103250PHO,New Orleans,NOH,106,Phoenix,PHO,100,New Orleans,NOH,Phoenix,PHO
14031,201103250POR,San Antonio,SAS,96,Portland,POR,98,Portland,POR,San Antonio,SAS
14032,201103260ATL,New Jersey,NJN,87,Atlanta,ATL,98,Atlanta,ATL,New Jersey,NJN
14033,201103260CHA,New York,NYK,106,Charlotte,CHA,114,Charlotte,CHA,New York,NYK
14034,201103260DET,Indiana,IND,88,Detroit,DET,100,Detroit,DET,Indiana,IND
14035,201103260LAC,Toronto,TOR,90,LA Clippers,LAC,94,LA Clippers,LAC,Toronto,TOR
14036,201103260MIL,Chicago,CHI,95,Milwaukee,MIL,87,Chicago,CHI,Milwaukee,MIL
14037,201103260UTA,Dallas,DAL,94,Utah,UTA,77,Dallas,DAL,Utah,UTA
14038,201103270CLE,Atlanta,ATL,99,Cleveland,CLE,83,Atlanta,ATL,Cleveland,CLE
14039,201103270GSW,Washington,WAS,104,Golden State,GSW,114,Golden State,GSW,Washington,WAS
14040,201103270LAL,New Orleans,NOH,84,LA Lakers,LAL,102,LA Lakers,LAL,New Orleans,NOH
14041,201103270MEM,San Antonio,SAS,104,Memphis,MEM,111,Memphis,MEM,San Antonio,SAS
14042,201103270MIA,Houston,HOU,119,Miami,MIA,125,Miami,MIA,Houston,HOU
14043,201103270MIN,Boston,BOS,85,Minnesota,MIN,82,Boston,BOS,Minnesota,MIN
14044,201103270OKC,Portland,POR,90,Oklahoma City,OKC,99,Oklahoma City,OKC,Portland,POR
14045,201103270PHI,Sacramento,SAC,114,Philadelphia,PHI,111,Sacramento,SAC,Philadelphia,PHI
14046,201103270PHO,Dallas,DAL,91,Phoenix,PHO,83,Dallas,DAL,Phoenix,PHO
14047,201103280CHA,Milwaukee,MIL,86,Charlotte,CHA,87,Charlotte,CHA,Milwaukee,MIL
14048,201103280CHI,Philadelphia,PHI,97,Chicago,CHI,85,Philadelphia,PHI,Chicago,CHI
14049,201103280IND,Boston,BOS,100,Indiana,IND,107,Indiana,IND,Boston,BOS
14050,201103280NYK,Orlando,ORL,106,New York,NYK,113,New York,NYK,Orlando,ORL
14051,201103280SAS,Portland,POR,100,San Antonio,SAS,92,Portland,POR,San Antonio,SAS
14052,201103280UTA,Washington,WAS,100,Utah,UTA,95,Washington,WAS,Utah,UTA
14053,201103290CLE,Miami,MIA,90,Cleveland,CLE,102,Cleveland,CLE,Miami,MIA
14054,201103290NJN,Houston,HOU,112,New Jersey,NJN,87,Houston,HOU,New Jersey,NJN
14055,201103290OKC,Golden State,GSW,114,Oklahoma City,OKC,115,Oklahoma City,OKC,Golden State,GSW
14056,201103290SAC,Phoenix,PHO,113,Sacramento,SAC,116,Sacramento,SAC,Phoenix,PHO
14057,201103300ATL,Orlando,ORL,82,Atlanta,ATL,85,Atlanta,ATL,Orlando,ORL
14058,201103300CHA,Cleveland,CLE,97,Charlotte,CHA,98,Charlotte,CHA,Cleveland,CLE
14059,201103300DEN,Sacramento,SAC,90,Denver,DEN,104,Denver,DEN,Sacramento,SAC
14060,201103300IND,Detroit,DET,101,Indiana,IND,111,Indiana,IND,Detroit,DET
14061,201103300LAC,Dallas,DAL,106,LA Clippers,LAC,100,Dallas,DAL,LA Clippers,LAC
14062,201103300MEM,Golden State,GSW,91,Memphis,MEM,110,Memphis,MEM,Golden State,GSW
14063,201103300MIN,Chicago,CHI,108,Minnesota,MIN,91,Chicago,CHI,Minnesota,MIN
14064,201103300NOH,Portland,POR,91,New Orleans,NOH,95,New Orleans,NOH,Portland,POR
14065,201103300NYK,New Jersey,NJN,116,New York,NYK,120,New York,NYK,New Jersey,NJN
14066,201103300PHI,Houston,HOU,97,Philadelphia,PHI,108,Philadelphia,PHI,Houston,HOU
14067,201103300PHO,Oklahoma City,OKC,116,Phoenix,PHO,98,Oklahoma City,OKC,Phoenix,PHO
